exterior_color,interior_color,drivetrain,fuel_type,transmission,engine,vin,mileage,seller,reviews_count,seller_state,new_used,brand,comfort,interior_design,performance,value_for_the_money,exterior_styling,reliability,price,rating,year,model,features
,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe4ed003494,103845,autos_by_james_llc,,mn,used,audi,4.8,4.7,4.9,4.6,4.8,4.8,17490.0,5.0,2014,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
black,,all_wheel_drive,gasoline,6_speed_automatic,3.2l_v6_24v_gdi_dohc,wa1kk78r29a047126,131023,auto_express,,fl,used,audi,4.5,4.7,4.8,4.4,4.8,4.6,12999.0,4.4,2009,q5,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfakpn0j7b64661,51328,infiniti_of_massapequa,,ny,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,30662.0,4.2,2018,romeo_stelvio_sport,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""usb_port""]"
alfa_white,black_/_red,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn7m7d04074,12958,braman_honda,,fl,used,alfa,4.6,4.9,5.0,4.8,4.9,5.0,51845.0,4.8,2021,romeo_stelvio_ti_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
daytona_gray_pearl,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,4.2l_v8_32v_gdi_dohc,wuac6afr1fa901147,57311,car_lux,,ca,used,audi,4.5,4.8,4.8,4.3,5.0,4.8,43499.0,4.2,2015,rs_5_4.2,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
white,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waubfafl1en028976,41328,napoli_kia,57,ct,used,audi,4.6,4.6,4.7,4.4,4.8,4.5,21514.0,4.8,2014,a4_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
white,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waulfafr9da056491,100789,auto_sales_express,,ma,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,16495.0,4.5,2013,a5_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
black,red,all_wheel_drive,gasoline,6_speed_manual,3.0l_v6_24v_gdi_dohc_supercharged,waudgafl5ea087722,78001,unlimited_auto_group_of_marietta,,ga,used,audi,4.7,4.9,4.7,4.4,4.7,4.5,29995.0,4.7,2014,s4_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control""]"
vulcano_black_metallic,sport,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfanbn1k7601463,17054,bmw_of_fremont,,ca,used,alfa,4.7,4.7,4.8,4.5,5.0,4.3,34487.0,4.5,2019,romeo_giulia_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""sunroof/moonroof"", ""usb_port""]"
lava_gray_pearl,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,3.2l_v6_24v_mpfi_dohc,waukd78p37a131996,99876,lucky_motors_megastore_of_villa_park,,il,used,audi,4.5,4.6,4.9,4.4,4.7,4.5,10890.0,3.9,2007,a3_3.2_quattro,"[""alloy_wheels"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
lightning_silver,phantom_gray,rear_wheel_drive,gasoline,8_speed_automatic,5.2l_v12_48v_gdi_dohc_twin_turbo,scfrmhav9lgr01319,16666,star_motor_cars,,tx,used,aston,2.0,3.0,4.0,2.0,5.0,,286500.0,3.8,2020,martin_dbs_superleggera,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
brilliant_black,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,wauefgff6f1061734,78962,mike_murphy_ford,386,il,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,19999.0,5.0,2015,a3_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""navigation_system"", ""stability_control"", ""sunroof/moonroof""]"
white,black,rear_wheel_drive,gasoline_fuel,8_speed_a/t,505.0hp_2.9l_v6_cylinder_engine_gasoline_fuel,zarfaeav8h7549467,41500,,,,used,alfa,4.6,4.7,4.9,4.5,5.0,4.4,47500.0,4.7,2017,romeo_giulia_quadrifoglio,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""lane_departure_warning"", ""led_headlights"", ""navigation_system"", ""premium_sound_system"", ""rear_cross_traffic_alert"", ""remote_start"", ""stability_control"", ""usb_port""]"
florett_silver_metallic_w/_black_roof,black,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,waum2afh5gn004571,51574,apollo_auto_sales,,nj,used,audi,4.8,4.9,4.7,4.6,5.0,4.7,29997.0,4.7,2016,a5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control""]"
silver_metallic,brown,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,3.2l_v6_24v_mpfi_dohc,truxd38j891003601,65148,bmw_of_norwood,,ma,used,audi,4.4,4.7,4.7,4.3,4.8,4.6,20487.0,4.6,2009,tt_3.2_prestige_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
blue,nougat_brown,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauwgafc7fn011213,42921,shift_los_angeles,,,used,audi,5.0,5.0,5.0,4.8,5.0,4.8,28450.0,3.8,2015,a7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
verde,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn1m7d15698,6648,pischke_motors_chrysler_dodge_fiat_ram_jeep,,wi,used,alfa,4.6,4.9,5.0,4.8,4.9,5.0,50545.0,4.8,2021,romeo_stelvio_ti_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control"", ""sunroof/moonroof""]"
black,black_/_silver,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,3.0l_v6_24v_gdi_dohc_supercharged,wauvgafr9ea006312,74927,executive_autosport,,or,used,audi,4.7,4.7,4.9,4.5,4.9,4.7,27999.0,4.7,2014,s5_3.0t_prestige_quattro,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
red,black,rear_wheel_drive,gasoline,8_speed_automatic,2.9l_v6_24v_gdi_dohc_twin_turbo,zarfaeav1j7581909,14321,quick_sales_corporation,,il,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,41950.0,4.4,2018,romeo_giulia_quadrifoglio,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
white_tri_coat,red,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn5k7c41358,37669,northside_imports_houston,,tx,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,38649.0,4.7,2019,romeo_stelvio_ti_sport,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""automatic_emergency_braking"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
blue,titanium_gray,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wauygbfc2dn143713,87774,autodot,,md,used,audi,4.9,4.8,4.9,4.6,5.0,4.9,23990.0,4.7,2013,a7_3.0t_premium_plus_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
gray,black,four_wheel_drive,diesel,4_speed_automatic,6.5l_v8_16v_ddi_ohv_diesel,00000000000157396,62514,auto_locators,,tn,used,am,3.0,5.0,5.0,5.0,5.0,5.0,41995.0,3.4,1994,general_hummer,String[]
silver,,,,manual,,00000000000015227,0,beverly_hills_car_club,0,ca,used,alfa,,,,,,,19750.0,4.0,1971,romeo_gtv,String[]
stromboli_gray_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfaknn8j7c18887,37444,prestige_mitsubishi,57,ri,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,36978.0,5.0,2018,romeo_stelvio_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe3fd016707,70093,dart_motors,,il,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,24999.0,5.0,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""third_row_seating""]"
lunar_white,black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfsmgaw1lgn04725,14529,napleton_aston_martin_maserati,,il,used,aston,4.5,3.7,4.0,3.7,4.5,3.7,133177.0,4.7,2020,martin_vantage_base,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfanan1l7633655,17963,jeff's_motorcars,,oh,used,alfa,5.0,5.0,5.0,4.7,5.0,4.6,32890.0,3.5,2020,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""remote_start"", ""stability_control"", ""usb_port""]"
white,black,all_wheel_drive,gasoline_fuel,a/t,310.0hp_3.0l_v6_cylinder_engine_gasoline_fuel,wauhgafc8cn138492,103724,,,,used,audi,4.8,4.7,4.7,4.5,4.7,4.6,14999.0,4.7,2012,a6_3.0_premium_quattro,"[""adaptive_cruise_control"", ""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""heated_seats"", ""homelink"", ""led_headlights"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""usb_port""]"
basalto_brown_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfakan3j7b66901,43575,napleton_river_oaks_honda,,il,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,27000.0,4.7,2018,romeo_stelvio_base,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control"", ""usb_port""]"
vulcano_black_metallic,red,all_wheel_drive,gasoline,8_speed_automatic,2.9l_v6_24v_gdi_dohc_twin_turbo,zasfakev1j7c12106,24642,chicago_auto_place,23,il,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,59888.0,5.0,2018,romeo_stelvio_quadrifoglio,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""remote_start"", ""stability_control""]"
panther_black,black,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,4.2l_v8_32v_gdi_dohc,wuasuafg2en002045,13439,jim_butler_maserati,,mo,used,audi,4.6,4.8,4.9,4.8,5.0,5.0,109700.0,4.4,2014,r8_4.2_spyder_quattro,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""leather_seats"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,waur2afd6dn019711,100526,flying_wheels_inc,,nh,used,audi,4.9,5.0,4.9,4.7,4.8,4.6,23995.0,4.0,2013,a8_l_4.0t,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
red_metallic,black,all_wheel_drive,gasoline,6_speed_automatic_with_auto_shift,2.0l_i4_16v_gdi_dohc_turbo,waubfgff6f1057685,99032,fred_anderson_toyota,8,nc,used,audi,4.6,4.5,4.6,4.4,4.6,4.4,17700.0,5.0,2015,a3_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""navigation_system"", ""stability_control"", ""sunroof/moonroof""]"
cuvee_silver_metallic,chestnut_brown,all_wheel_drive,e85_flex_fuel,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo_flexible_fuel,wa1lfafp3fa025980,53111,bmw_of_denver_downtown,,co,used,audi,4.7,4.5,4.7,4.3,4.7,4.6,24999.0,4.5,2015,q5_2.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
blue,,all_wheel_drive,gasoline,6_speed_automatic,4.2l_v8_40v_mpfi_dohc,waudl74f06n031466,132663,berkenkotter_motors_castle_rock,,co,used,audi,4.6,4.7,4.6,4.4,4.7,4.5,9995.0,4.5,2006,a6_4.2_quattro,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
silverstone_gray_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zasfaknn2j7b70447,35646,payless_car_sales___anchorage,,ak,used,alfa,4.7,4.5,4.9,4.5,4.8,4.6,37995.0,4.7,2018,romeo_stelvio_ti,"[""adaptive_cruise_control"", ""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_steering_wheel"", ""lane_departure_warning"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
rosso,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn1l7c74715,18277,carvision_of_maple_shade,183,nj,used,alfa,4.8,4.8,5.0,4.9,5.0,4.8,38999.0,5.0,2020,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
phantom_black_pearl,black_/_red,all_wheel_drive,gasoline,7_speed_automatic_with_auto_shift,3.0l_v6_24v_gdi_dohc_supercharged,waukgafl7ca116089,120820,suburban_ford,,mi,used,audi,4.4,4.5,4.8,4.2,4.6,4.4,17701.0,4.7,2012,s4_3.0_prestige,"[""alloy_wheels"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
blue,cinnamon,all_wheel_drive,gasoline,6_speed_automatic,3.2l_v6_24v_gdi_dohc,wa1dkafp0ba017992,126715,sterling_motorcar,,pa,used,audi,4.7,4.6,4.4,4.1,4.7,4.2,13800.0,3.1,2011,q5_3.2_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
brilliant_black,black,front_wheel_drive,gasoline,automatic,1.8l_i4_16v_gdi_dohc_turbo,waua7gff9g1069677,98605,carmax_merrillville___now_offering_curbside_pickup,,in,used,audi,4.7,4.7,4.8,4.5,4.9,4.7,19998.0,3.5,2016,a3_1.8t_premium,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""stability_control"", ""sunroof/moonroof""]"
black,black,front_wheel_drive,gasoline,automatic_cvt,2.0l_i4_16v_gdi_dohc_turbo,wauafafl3en004643,36905,carvana_touchless_delivery_to_your_home,,,used,audi,4.6,4.6,4.7,4.4,4.8,4.5,22590.0,4.2,2014,a4_2.0t_premium,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""homelink"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
moonlight_blue_metallic,velvet_beige,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafcxdn075122,65601,driveway_chrysler_dodge_jeep_ram_of_portland,,or,used,audi,4.8,4.9,4.7,4.6,4.9,4.7,18290.0,4.4,2013,a6_2.0t_premium_plus_quattro,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control""]"
alfa_black,black_/_tan,rear_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zarfaebn5j7598808,25159,"santa_monica_maserati,_alfa_romeo,_fiat",23,ca,used,alfa,4.6,4.7,5.0,4.8,4.9,4.6,28990.0,5.0,2018,romeo_giulia_base,"[""alloy_wheels"", ""apple_carplay/android_auto"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""remote_start"", ""stability_control"", ""usb_port""]"
black,,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_dohc_turbo,waugfafc3en062617,76929,carvana_touchless_delivery_to_your_home,,,used,audi,4.8,4.9,4.7,4.5,4.9,4.7,21990.0,4.2,2014,a6_2.0t_premium_plus,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof""]"
black,black,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1dgafe9fd026999,106796,overland_park_imports,,ks,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,20950.0,3.6,2015,q7_3.0t_s_line_prestige,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
gray,,all_wheel_drive,gasoline,8_speed_automatic,3.0l_v6_24v_gdi_dohc_supercharged,wa1lgafe1fd027317,90600,imd_motors,,tx,used,audi,4.8,4.5,4.8,4.5,4.6,4.7,21999.0,3.5,2015,q7_3.0t_premium_plus,"[""alloy_wheels"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""power_liftgate"", ""premium_sound_system"", ""stability_control"", ""sunroof/moonroof"", ""third_row_seating""]"
morning_frost_white,phantom_gray,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfrmfcw3lgm08729,5134,prestige_imports,,fl,used,aston,,,,,,,179950.0,3.8,2020,martin_db11_volante,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
black,black,front_wheel_drive,gasoline,automatic_cvt,2.0l_i4_16v_gdi_dohc_turbo,wauafafh0dn000298,164610,greenway_ford,,fl,used,audi,4.6,4.6,4.5,4.5,4.9,4.5,12180.0,4.6,2013,a5_2.0t_premium,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""premium_sound_system"", ""stability_control"", ""usb_port""]"
gray,beige,all_wheel_drive,diesel,8_speed_automatic,3.0l_v6_24v_ddi_dohc_turbo_diesel,wauwmafc9en051722,75577,chicago_auto_warehouse,,il,used,audi,4.5,4.7,4.8,4.2,4.9,4.7,28988.0,5.0,2014,a7_3.0_tdi_premium_plus_quattro,"[""alloy_wheels"", ""automatic_emergency_braking"", ""bluetooth"", ""brake_assist"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""power_liftgate"", ""premium_sound_system"", ""stability_control""]"
xenon_gray,obsidian_black,rear_wheel_drive,gasoline,8_speed_automatic,4.0l_v8_32v_gdi_dohc_twin_turbo,scfrmfaw1lgl09104,4780,o'gara_coach_beverly_hills,,ca,aston_martin_certified,aston,,,,,,,187990.0,3.0,2020,martin_db11_v8,"[""alloy_wheels"", ""backup_camera"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""navigation_system"", ""stability_control"", ""usb_port""]"
vulcano_black_metallic,black,all_wheel_drive,gasoline,8_speed_automatic,2.0l_i4_16v_gdi_sohc_turbo,zaspakbn8k7c30581,59923,hgreg.com_orlando,,fl,used,alfa,4.6,4.4,4.7,4.6,4.8,4.5,30298.0,4.6,2019,romeo_stelvio_ti,"[""alloy_wheels"", ""backup_camera"", ""blind_spot_monitor"", ""bluetooth"", ""brake_assist"", ""heated_seats"", ""heated_steering_wheel"", ""homelink"", ""keyless_start"", ""leather_seats"", ""memory_seat"", ""power_liftgate"", ""remote_start"", ""stability_control""]"
